Date,Station,Tave2M,Tmax2M,Tmin2M,Tave6M,Tmax6M,Tmin6M
03/02/84,RAWS,-5.1,-0.9,-7.5,,,
03/03/84,RAWS,-8.0,-4.5,-10.6,,,
03/04/84,RAWS,-14.8,-9.8,-20.1,,,
03/05/84,RAWS,-19.3,-9.8,-25.2,,,
03/06/84,RAWS,-14.5,-8.7,-17.0,,,
03/07/84,RAWS,-11.1,-6.3,-14.1,,,
03/08/84,RAWS,-6.3,0.7,-9.4,,,
03/09/84,RAWS,-5.5,-2.4,-8.7,,,
03/10/84,RAWS,-5.9,0.2,-10.3,,,
03/11/84,RAWS,-5.1,-0.9,-8.2,,,
03/12/84,RAWS,-8.3,-6.3,-10.6,,,
03/13/84,RAWS,-5.3,0.2,-8.7,,,
03/14/84,RAWS,-0.7,1.9,-3.6,,,
03/15/84,RAWS,-2.8,0.5,-5.3,,,
03/16/84,RAWS,-3.8,-1.3,-8.0,,,
03/17/84,RAWS,-4.5,3.6,-9.4,,,
03/18/84,RAWS,-5.6,-2.2,-7.6,,,
03/19/84,RAWS,-7.5,-1.4,-11.6,,,
03/20/84,RAWS,-3.3,2.5,-6.5,,,
03/21/84,RAWS,-0.5,4.9,-4.0,,,
03/22/84,RAWS,-4.6,0.0,-8.7,,,
03/23/84,RAWS,-7.6,0.5,-10.5,,,
03/24/84,RAWS,-4.8,-1.2,-6.3,,,
03/25/84,RAWS,-4.4,-2.6,-7.2,,,
03/26/84,RAWS,-9.3,-4.3,-12.6,,,
03/27/84,RAWS,-8.8,-2.7,-14.4,,,
03/28/84,RAWS,-12.0,-6.4,-19.1,,,
03/29/84,RAWS,-8.1,-0.7,-11.9,,,
03/30/84,RAWS,-7.9,-4.1,-9.7,,,
03/31/84,RAWS,-4.0,-4.0,-4.0,,,
04/01/84,RAWS,-5.9,3.6,-11.9,,,
04/02/84,RAWS,-8.1,-4.1,-11.5,,,
04/03/84,RAWS,-9.3,-4.1,-13.0,,,
04/04/84,RAWS,-5.3,4.9,-11.9,,,
04/05/84,RAWS,-0.2,4.9,-4.2,,,
04/06/84,RAWS,1.8,6.4,-2.2,,,
04/07/84,RAWS,1.2,7.1,-1.8,,,
04/08/84,RAWS,-0.2,9.3,-4.9,,,
04/09/84,RAWS,-4.5,2.0,-7.6,,,
04/10/84,RAWS,-4.3,2.0,-7.6,,,
04/11/84,RAWS,-6.2,-1.5,-9.4,,,
04/12/84,RAWS,-10.6,-5.7,-14.2,,,
04/13/84,RAWS,-7.3,-5.0,-10.3,,,
04/14/84,RAWS,-5.4,5.0,-11.2,,,
04/15/84,RAWS,-2.6,9.2,-12.2,,,
04/16/84,RAWS,0.1,11.8,-8.6,,,
04/17/84,RAWS,4.9,13.3,-0.8,,,
04/18/84,RAWS,0.5,4.1,-3.6,,,
04/19/84,RAWS,-0.8,6.1,-6.6,,,
04/20/84,RAWS,-2.9,1.0,-7.9,,,
04/21/84,RAWS,-4.8,-0.5,-9.8,,,
04/22/84,RAWS,-2.5,0.8,-9.0,,,
04/23/84,RAWS,-2.7,0.8,-5.3,,,
04/24/84,RAWS,-2.2,0.5,-5.1,,,
04/25/84,RAWS,1.7,5.5,-2.7,,,
04/26/84,RAWS,-4.0,-3.0,-5.1,,,
04/27/84,RAWS,-4.6,-3.2,-5.9,,,
04/28/84,RAWS,-5.1,-0.6,-7.9,,,
04/29/84,RAWS,0.0,2.7,-2.0,,,
04/30/84,RAWS,1.4,3.8,-1.5,,,
05/01/84,RAWS,1.8,6.7,-1.9,,,
05/02/84,RAWS,-0.5,5.0,-3.6,,,
05/03/84,RAWS,-1.1,3.0,-7.2,,,
05/04/84,RAWS,3.1,4.0,1.0,,,
05/05/84,RAWS,4.2,6.4,2.8,,,
05/06/84,RAWS,4.7,7.0,-2.0,,,
05/07/84,RAWS,-1.9,2.8,-2.9,,,
05/08/84,RAWS,-0.7,12.9,-7.5,,,
05/09/84,RAWS,4.1,12.7,-0.8,,,
05/10/84,RAWS,7.1,14.1,3.1,,,
05/11/84,RAWS,8.9,12.5,6.6,,,
05/12/84,RAWS,8.5,13.5,3.7,,,
05/13/84,RAWS,10.2,17.7,4.9,,,
05/14/84,RAWS,8.5,18.6,0.8,,,
05/15/84,RAWS,12.2,17.8,3.9,,,
05/16/84,RAWS,7.6,11.3,3.0,,,
05/17/84,RAWS,10.0,15.6,4.0,,,
05/18/84,RAWS,4.2,13.6,-1.2,,,
05/19/84,RAWS,6.4,14.2,0.2,,,
05/20/84,RAWS,9.3,15.4,5.7,,,
05/21/84,RAWS,10.0,12.4,7.4,,,
05/22/84,RAWS,7.8,14.2,4.6,,,
05/23/84,RAWS,12.5,18.0,2.8,,,
05/24/84,RAWS,12.3,16.0,9.3,,,
05/25/84,RAWS,1.4,7.7,-2.3,,,
05/26/84,RAWS,4.7,12.0,-1.3,,,
05/27/84,RAWS,7.2,10.7,3.7,,,
05/28/84,RAWS,6.1,12.5,-0.8,,,
05/29/84,RAWS,9.4,17.9,0.0,,,
05/30/84,RAWS,11.1,19.4,2.6,,,
05/31/84,RAWS,8.7,12.6,3.5,,,
06/01/84,RAWS,5.0,7.5,2.6,,,
06/02/84,RAWS,7.3,11.3,4.2,,,
06/03/84,RAWS,8.2,13.1,3.3,,,
06/04/84,RAWS,5.7,9.3,1.6,,,
06/05/84,RAWS,7.9,11.4,1.0,,,
06/06/84,RAWS,3.3,6.0,0.0,,,
06/07/84,RAWS,4.9,10.4,-0.7,,,
06/08/84,RAWS,4.9,9.6,-0.5,,,
06/09/84,RAWS,2.4,6.1,-2.8,,,
06/10/84,RAWS,7.8,11.3,4.9,,,
06/11/84,RAWS,6.5,12.5,1.2,,,
06/12/84,RAWS,9.0,15.1,3.2,,,
06/13/84,RAWS,8.5,17.2,3.5,,,
06/14/84,RAWS,12.5,20.8,5.7,,,
06/15/84,RAWS,11.2,17.5,5.9,,,
06/16/84,RAWS,9.5,16.7,5.3,,,
06/17/84,RAWS,8.8,11.3,3.5,,,
06/18/84,RAWS,11.1,17.6,6.3,,,
06/19/84,RAWS,13.5,19.3,8.2,,,
06/20/84,RAWS,13.3,17.2,9.3,,,
06/21/84,RAWS,11.9,21.7,3.5,,,
06/22/84,RAWS,15.3,19.2,11.5,,,
06/23/84,RAWS,11.5,17.0,7.4,,,
06/24/84,RAWS,14.6,21.6,7.9,,,
06/25/84,RAWS,9.1,14.0,5.8,,,
06/26/84,RAWS,11.7,16.1,7.6,,,
06/27/84,RAWS,12.7,19.2,6.8,,,
06/28/84,RAWS,15.0,22.8,7.9,,,
06/29/84,RAWS,15.7,23.2,8.7,,,
06/30/84,RAWS,16.4,22.6,9.6,,,
07/01/84,RAWS,13.8,19.3,8.6,,,
07/02/84,RAWS,16.4,19.0,10.5,,,
07/03/84,RAWS,17.4,20.6,12.5,,,
07/04/84,RAWS,16.7,20.9,11.6,,,
07/05/84,RAWS,18.6,23.2,14.7,,,
07/06/84,RAWS,18.8,24.7,13.2,,,
07/07/84,RAWS,19.3,24.0,13.2,,,
07/08/84,RAWS,18.8,22.4,13.4,,,
07/09/84,RAWS,18.6,21.6,13.5,,,
07/10/84,RAWS,16.1,20.6,10.4,,,
07/11/84,RAWS,17.2,21.9,11.8,,,
07/12/84,RAWS,18.6,24.9,14.0,,,
07/13/84,RAWS,19.6,22.3,17.0,,,
07/14/84,RAWS,17.6,21.5,13.6,,,
07/15/84,RAWS,19.3,23.9,15.8,,,
07/16/84,RAWS,19.5,24.6,15.7,,,
07/17/84,RAWS,18.6,22.3,15.3,,,
07/18/84,RAWS,22.7,25.6,18.5,,,
07/19/84,RAWS,21.1,26.0,14.7,,,
07/20/84,RAWS,16.0,21.5,12.3,,,
07/21/84,RAWS,19.4,25.0,14.4,,,
07/22/84,RAWS,19.3,23.9,12.8,,,
07/23/84,RAWS,17.9,21.9,13.0,,,
07/24/84,RAWS,19.3,23.5,16.0,,,
07/25/84,RAWS,15.2,17.6,9.3,,,
07/26/84,RAWS,14.7,17.2,12.0,,,
07/27/84,RAWS,15.3,19.1,11.3,,,
07/28/84,RAWS,16.4,19.7,13.6,,,
07/29/84,RAWS,18.1,21.5,12.8,,,
07/30/84,RAWS,18.3,21.1,15.0,,,
07/31/84,RAWS,18.5,21.1,16.1,,,
08/01/84,RAWS,19.2,21.6,16.2,,,
08/02/84,RAWS,19.0,21.6,13.4,,,
08/03/84,RAWS,19.7,24.9,16.1,,,
08/04/84,RAWS,18.8,21.8,16.8,,,
08/05/84,RAWS,20.0,22.2,17.6,,,
08/06/84,RAWS,21.0,23.3,16.8,,,
08/07/84,RAWS,20.8,24.0,17.5,,,
08/08/84,RAWS,21.3,26.0,17.1,,,
08/09/84,RAWS,21.6,24.3,19.3,,,
08/10/84,RAWS,20.5,23.8,17.5,,,
08/11/84,RAWS,20.3,25.4,17.2,,,
08/12/84,RAWS,21.8,24.7,17.2,,,
08/13/84,RAWS,21.3,25.8,16.1,,,
08/14/84,RAWS,21.4,24.8,15.8,,,
08/15/84,RAWS,21.1,24.7,15.8,,,
08/16/84,RAWS,21.0,23.5,16.7,,,
08/17/84,RAWS,20.4,23.9,14.2,,,
08/18/84,RAWS,18.3,20.8,13.6,,,
08/19/84,RAWS,19.9,23.5,14.1,,,
08/20/84,RAWS,17.0,21.2,9.6,,,
08/21/84,RAWS,18.6,21.8,14.4,,,
08/22/84,RAWS,17.4,21.9,11.7,,,
08/23/84,RAWS,16.4,18.9,9.1,,,
08/24/84,RAWS,18.9,21.7,16.3,,,
08/25/84,RAWS,18.6,22.1,12.2,,,
08/26/84,RAWS,18.3,21.8,10.5,,,
08/27/84,RAWS,19.7,22.2,13.4,,,
08/28/84,RAWS,23.0,24.3,17.3,,,
08/29/84,RAWS,21.6,24.9,13.1,,,
08/30/84,RAWS,21.5,23.8,16.1,,,
08/31/84,RAWS,21.6,25.1,15.0,,,
09/01/84,RAWS,18.8,22.9,11.9,,,
09/02/84,RAWS,15.5,20.0,7.8,,,
09/03/84,RAWS,18.6,22.4,13.4,,,
09/04/84,RAWS,19.9,24.8,13.1,,,
09/05/84,RAWS,19.5,23.4,13.5,,,
09/06/84,RAWS,20.1,24.9,13.2,,,
09/07/84,RAWS,18.5,20.7,15.1,,,
09/08/84,RAWS,16.2,25.4,4.9,,,
09/09/84,RAWS,17.8,22.6,11.4,,,
09/10/84,RAWS,20.5,24.6,13.8,,,
09/11/84,RAWS,22.1,26.1,17.9,,,
09/12/84,RAWS,18.7,23.3,10.0,,,
09/13/84,RAWS,19.3,23.8,11.3,,,
09/14/84,RAWS,18.5,22.0,11.9,,,
09/15/84,RAWS,18.4,24.7,12.9,,,
09/16/84,RAWS,19.5,22.4,13.4,,,
09/17/84,RAWS,18.4,22.9,11.4,,,
09/18/84,RAWS,18.4,21.8,14.8,,,
09/19/84,RAWS,21.0,24.7,15.4,,,
09/20/84,RAWS,19.5,23.3,12.6,,,
09/21/84,RAWS,19.3,22.5,15.6,,,
09/22/84,RAWS,,,,,,
09/23/84,RAWS,,,,,,
09/24/84,RAWS,,,,,,
09/25/84,RAWS,,,,,,
09/26/84,RAWS,5.9,7.8,3.8,,,
09/27/84,RAWS,2.5,6.1,-1.7,,,
09/28/84,RAWS,-5.9,-2.9,-7.5,,,
09/29/84,RAWS,-3.5,5.0,-7.9,,,
09/30/84,RAWS,3.7,10.5,0.0,,,
10/01/84,RAWS,5.1,10.4,-0.4,,,
10/02/84,RAWS,3.8,10.8,-0.9,,,
10/03/84,RAWS,2.3,5.1,-0.1,,,
10/04/84,RAWS,1.4,3.2,0.2,,,
10/05/84,RAWS,2.1,4.1,0.9,,,
10/06/84,RAWS,2.8,9.1,0.9,,,
10/07/84,RAWS,3.4,7.6,1.7,,,
10/08/84,RAWS,3.0,6.8,1.3,,,
10/09/84,RAWS,1.3,8.2,-1.8,,,
10/10/84,RAWS,3.6,7.9,0.6,,,
10/11/84,RAWS,5.4,10.7,3.5,,,
10/12/84,RAWS,5.0,10.6,0.7,,,
10/13/84,RAWS,0.3,6.2,-3.0,,,
10/14/84,RAWS,-1.1,2.7,-4.7,,,
10/15/84,RAWS,-8.0,-5.5,-10.5,,,
10/16/84,RAWS,-10.1,-7.6,-11.5,,,
10/17/84,RAWS,-6.0,-2.2,-10.4,,,
10/18/84,RAWS,-9.0,-6.0,-10.8,,,
10/19/84,RAWS,-9.6,-7.4,-10.9,,,
10/20/84,RAWS,-7.7,-3.4,-10.4,,,
10/21/84,RAWS,-9.5,-4.7,-12.6,,,
10/22/84,RAWS,-8.3,-3.8,-10.9,,,
10/23/84,RAWS,-7.8,3.1,-13.0,,,
10/24/84,RAWS,-4.9,4.0,-7.6,,,
10/25/84,RAWS,-5.2,0.0,-11.4,,,
10/26/84,RAWS,-1.3,3.7,-3.8,,,
10/27/84,RAWS,-4.3,0.6,-8.3,,,
10/28/84,RAWS,-6.3,-3.2,-8.6,,,
10/29/84,RAWS,-1.7,1.1,-3.9,,,
10/30/84,RAWS,0.6,5.0,-1.4,,,
10/31/84,RAWS,0.8,3.0,-1.0,,,
11/01/84,RAWS,-2.7,2.0,-5.3,,,
11/02/84,RAWS,2.0,6.7,-0.4,,,
11/03/84,RAWS,-0.5,3.5,-4.3,,,
11/04/84,RAWS,-6.9,-5.0,-8.4,,,
11/05/84,RAWS,-3.5,2.4,-6.2,,,
11/06/84,RAWS,2.9,5.0,0.3,,,
11/07/84,RAWS,0.0,2.8,-1.8,,,
11/08/84,RAWS,-1.2,1.0,-3.2,,,
11/09/84,RAWS,-6.9,-4.2,-9.1,,,
11/10/84,RAWS,-8.5,-3.6,-11.2,,,
11/11/84,RAWS,-4.2,-1.0,-5.8,,,
11/12/84,RAWS,0.9,4.9,-1.7,,,
11/13/84,RAWS,3.2,8.0,1.4,,,
11/14/84,RAWS,-4.6,0.7,-7.9,,,
11/15/84,RAWS,-6.8,0.1,-9.0,,,
11/16/84,RAWS,-1.0,4.3,-4.0,,,
11/17/84,RAWS,-3.4,1.3,-5.8,,,
11/18/84,RAWS,-8.4,0.8,-13.0,,,
11/19/84,RAWS,-6.3,1.5,-10.8,,,
11/20/84,RAWS,-4.6,1.7,-11.7,,,
11/21/84,RAWS,-0.1,7.1,-2.9,,,
11/22/84,RAWS,1.0,6.1,-4.3,,,
11/23/84,RAWS,2.1,10.1,-1.8,,,
11/24/84,RAWS,0.4,5.9,-2.8,,,
11/25/84,RAWS,-4.0,0.0,-8.3,,,
11/26/84,RAWS,-11.4,-7.9,-14.4,,,
11/27/84,RAWS,-15.0,-10.8,-17.0,,,
11/28/84,RAWS,-6.8,-2.5,-10.7,,,
11/29/84,RAWS,-9.8,-8.3,-10.9,,,
11/30/84,RAWS,-11.3,-8.8,-13.1,,,
12/01/84,RAWS,-10.5,-9.0,-14.4,,,
12/02/84,RAWS,-16.3,-14.8,-17.6,,,
12/03/84,RAWS,-9.9,-5.4,-15.8,,,
12/04/84,RAWS,-8.9,1.3,-16.3,,,
12/05/84,RAWS,-7.5,-4.3,-11.5,,,
12/06/84,RAWS,-2.4,5.5,-7.0,,,
12/07/84,RAWS,0.6,3.3,-1.0,,,
12/08/84,RAWS,1.8,5.3,-1.5,,,
12/09/84,RAWS,-3.3,-0.8,-5.3,,,
12/10/84,RAWS,0.1,3.2,-2.0,,,
12/11/84,RAWS,-2.8,0.0,-5.2,,,
12/12/84,RAWS,-7.7,-5.4,-9.7,,,
12/13/84,RAWS,-10.9,-7.9,-16.2,,,
12/14/84,RAWS,-11.4,4.5,-20.9,,,
12/15/84,RAWS,-3.9,4.1,-8.0,,,
12/16/84,RAWS,-8.4,-5.7,-10.4,,,
12/17/84,RAWS,-10.2,-6.1,-13.1,,,
12/18/84,RAWS,-4.3,-2.8,-6.3,,,
12/19/84,RAWS,-6.4,-4.5,-7.6,,,
12/20/84,RAWS,-6.0,-4.3,-7.8,,,
12/21/84,RAWS,-11.8,-8.5,-13.3,,,
12/22/84,RAWS,-12.0,-7.1,-14.1,,,
12/23/84,RAWS,-8.2,-6.2,-9.4,,,
12/24/84,RAWS,-8.7,-5.4,-11.3,,,
12/25/84,RAWS,-4.2,1.0,-8.5,,,
12/26/84,RAWS,-3.5,-2.0,-4.6,,,
12/27/84,RAWS,0.6,3.7,-2.5,,,
12/28/84,RAWS,-1.7,1.4,-3.3,,,
12/29/84,RAWS,-5.1,-4.3,-5.7,,,
12/30/84,RAWS,-5.7,-3.6,-6.5,,,
12/31/84,RAWS,-8.0,-5.8,-11.4,,,
01/01/85,RAWS,-15.2,-11.8,-17.6,,,
01/02/85,RAWS,-12.5,-7.1,-17.7,,,
01/03/85,RAWS,-9.2,1.3,-14.9,,,
01/04/85,RAWS,-7.4,4.2,-11.5,,,
01/05/85,RAWS,-2.6,-0.4,-6.3,,,
01/06/85,RAWS,-4.1,0.6,-6.5,,,
01/07/85,RAWS,-3.1,-0.7,-7.1,,,
01/08/85,RAWS,-6.7,-3.3,-9.7,,,
01/09/85,RAWS,-7.3,-5.1,-10.6,,,
01/10/85,RAWS,-11.2,-5.8,-13.0,,,
01/11/85,RAWS,-11.4,-5.6,-15.0,,,
01/12/85,RAWS,-14.6,-1.8,-19.2,,,
01/13/85,RAWS,-6.0,6.1,-11.0,,,
01/14/85,RAWS,-2.8,2.7,-5.4,,,
01/15/85,RAWS,-5.5,-2.0,-11.6,,,
01/16/85,RAWS,-11.2,-7.9,-12.2,,,
01/17/85,RAWS,-5.5,0.3,-11.4,,,
01/18/85,RAWS,-5.1,-3.1,-6.9,,,
01/19/85,RAWS,-5.2,-4.3,-6.3,,,
01/20/85,RAWS,-7.3,-5.2,-9.2,,,
01/21/85,RAWS,-8.2,-4.7,-13.6,,,
01/22/85,RAWS,-10.4,-6.0,-13.7,,,
01/23/85,RAWS,-9.1,-2.9,-12.0,,,
01/24/85,RAWS,-6.1,0.3,-8.7,,,
01/25/85,RAWS,-4.5,3.9,-7.4,,,
01/26/85,RAWS,-4.4,0.3,-7.1,,,
01/27/85,RAWS,-9.1,-3.3,-14.0,,,
01/28/85,RAWS,-10.3,-8.8,-11.5,,,
01/29/85,RAWS,-11.9,-10.8,-13.1,,,
01/30/85,RAWS,-17.0,-13.2,-20.8,,,
01/31/85,RAWS,-23.3,-18.5,-26.4,,,
02/01/85,RAWS,-27.9,-25.5,-30.0,,,
02/02/85,RAWS,-24.0,-19.1,-27.0,,,
02/03/85,RAWS,-18.1,-14.8,-20.0,,,
02/04/85,RAWS,-18.3,-15.2,-20.4,,,
02/05/85,RAWS,-20.3,-15.5,-23.5,,,
02/06/85,RAWS,-17.6,-15.8,-19.4,,,
02/07/85,RAWS,-14.8,-9.4,-17.4,,,
02/08/85,RAWS,-7.0,-1.4,-10.7,,,
02/09/85,RAWS,-5.8,-3.9,-8.8,,,
02/10/85,RAWS,-13.3,-9.6,-16.9,,,
02/11/85,RAWS,-14.7,-7.7,-18.4,,,
02/12/85,RAWS,-6.1,-2.7,-9.8,,,
02/13/85,RAWS,-7.0,-5.1,-8.8,,,
02/14/85,RAWS,-8.2,-1.5,-11.8,,,
02/15/85,RAWS,-1.5,3.0,-4.5,,,
02/16/85,RAWS,-4.0,-1.3,-6.2,,,
02/17/85,RAWS,-6.0,-4.7,-7.9,,,
02/18/85,RAWS,-5.5,-1.7,-8.3,,,
02/19/85,RAWS,-2.9,3.6,-6.1,,,
02/20/85,RAWS,-1.6,0.6,-3.5,,,
02/21/85,RAWS,-4.0,-0.4,-8.6,,,
02/22/85,RAWS,-4.3,-1.3,-6.3,,,
02/23/85,RAWS,-8.5,1.3,-13.9,,,
02/24/85,RAWS,-8.6,-3.8,-12.6,,,
02/25/85,RAWS,-6.4,-4.8,-7.4,,,
02/26/85,RAWS,-11.1,-5.9,-14.8,,,
02/27/85,RAWS,-5.8,-0.9,-8.4,,,
02/28/85,RAWS,-5.8,-0.4,-8.3,,,
03/01/85,RAWS,-2.3,-2.2,-2.3,,,
03/02/85,RAWS,-2.3,2.2,-4.3,,,
03/03/85,RAWS,-7.6,-2.2,-11.9,,,
03/04/85,RAWS,-15.7,-9.3,-19.0,,,
03/05/85,RAWS,-7.9,2.1,-12.2,,,
03/06/85,RAWS,-3.3,1.1,-7.4,,,
03/07/85,RAWS,-4.6,-0.3,-9.6,,,
03/08/85,RAWS,-6.0,1.7,-12.9,,,
03/09/85,RAWS,0.6,6.1,-2.2,,,
03/10/85,RAWS,0.1,2.2,-1.0,,,
03/11/85,RAWS,-1.8,1.8,-5.3,,,
03/12/85,RAWS,-4.1,0.7,-6.4,,,
03/13/85,RAWS,-6.2,3.0,-14.4,,,
03/14/85,RAWS,-4.6,8.3,-13.5,,,
03/15/85,RAWS,-2.0,5.0,-8.6,,,
03/16/85,RAWS,-3.3,9.1,-9.8,,,
03/17/85,RAWS,-1.0,10.4,-9.0,,,
03/18/85,RAWS,-1.3,4.5,-4.5,,,
03/19/85,RAWS,-3.4,-1.1,-4.9,,,
03/20/85,RAWS,-3.1,8.9,-9.7,,,
03/21/85,RAWS,-1.5,5.2,-6.3,,,
03/22/85,RAWS,-10.6,-1.0,-15.8,,,
03/23/85,RAWS,-9.5,-4.2,-12.2,,,
03/24/85,RAWS,-1.0,6.9,-4.4,,,
03/25/85,RAWS,3.1,8.2,-1.4,,,
03/26/85,RAWS,-0.9,2.9,-6.2,,,
03/27/85,RAWS,-4.6,-3.3,-7.3,,,
03/28/85,RAWS,-8.9,-1.1,-12.9,,,
03/29/85,RAWS,-12.4,-7.5,-15.2,,,
03/30/85,RAWS,-12.2,-1.8,-19.1,,,
03/31/85,RAWS,-8.5,-3.2,-12.4,,,
04/01/85,RAWS,-5.3,-0.8,-8.2,,,
04/02/85,RAWS,-0.4,6.7,-3.3,,,
04/03/85,RAWS,0.7,5.7,-2.2,,,
04/04/85,RAWS,-3.9,-0.7,-8.3,,,
04/05/85,RAWS,-7.5,-3.5,-11.2,,,
04/06/85,RAWS,-1.0,5.4,-3.8,,,
04/07/85,RAWS,0.9,8.8,-7.6,,,
04/08/85,RAWS,1.3,11.2,-7.9,,,
04/09/85,RAWS,2.4,6.2,-0.6,,,
04/10/85,RAWS,1.6,10.6,-4.7,,,
04/11/85,RAWS,3.8,10.0,-2.9,,,
04/12/85,RAWS,3.3,9.0,-0.8,,,
04/13/85,RAWS,1.4,11.5,-6.1,,,
04/14/85,RAWS,5.1,12.6,0.1,,,
04/15/85,RAWS,7.3,15.4,3.3,,,
04/16/85,RAWS,6.4,13.4,0.6,,,
04/17/85,RAWS,6.0,10.3,3.2,,,
04/18/85,RAWS,6.8,14.3,1.7,,,
04/19/85,RAWS,-1.0,6.0,-4.3,,,
04/20/85,RAWS,-2.4,-0.8,-4.0,,,
04/21/85,RAWS,-1.0,1.8,-2.9,,,
04/22/85,RAWS,-1.6,4.8,-6.2,,,
04/23/85,RAWS,-3.3,4.0,-8.2,,,
04/24/85,RAWS,-1.9,1.1,-3.8,,,
04/25/85,RAWS,-3.2,-0.1,-5.4,,,
04/26/85,RAWS,-4.5,1.0,-7.4,,,
04/27/85,RAWS,2.2,13.6,-9.4,,,
04/28/85,RAWS,4.7,15.2,-1.9,,,
04/29/85,RAWS,3.7,9.4,0.3,,,
04/30/85,RAWS,3.4,12.1,-0.8,,,
05/01/85,RAWS,3.7,15.8,-3.5,,,
05/02/85,RAWS,7.3,17.7,-0.1,,,
05/03/85,RAWS,7.1,13.9,1.6,,,
05/04/85,RAWS,7.1,12.1,3.5,,,
05/05/85,RAWS,4.6,10.5,0.5,,,
05/06/85,RAWS,3.5,12.3,-1.5,,,
05/07/85,RAWS,6.9,13.6,2.8,,,
05/08/85,RAWS,7.7,15.7,0.5,,,
05/09/85,RAWS,8.5,11.8,6.4,,,
05/10/85,RAWS,6.5,13.6,1.1,,,
05/11/85,RAWS,-1.4,1.0,-2.9,,,
05/12/85,RAWS,0.1,4.9,-2.7,,,
05/13/85,RAWS,-1.5,4.2,-5.4,,,
05/14/85,RAWS,0.9,9.3,-4.1,,,
05/15/85,RAWS,4.0,13.3,-3.5,,,
05/16/85,RAWS,2.8,9.7,-2.9,,,
05/17/85,RAWS,3.5,11.7,0.4,,,
05/18/85,RAWS,3.3,9.2,0.6,,,
05/19/85,RAWS,3.5,9.3,0.6,,,
05/20/85,RAWS,3.2,7.5,0.0,,,
05/21/85,RAWS,2.9,9.6,-3.0,,,
05/22/85,RAWS,2.6,10.8,-1.6,,,
05/23/85,RAWS,5.0,15.1,-2.6,,,
05/24/85,RAWS,7.7,18.4,1.2,,,
05/25/85,RAWS,7.5,7.5,7.5,,,
05/26/85,RAWS,6.7,12.9,2.8,,,
05/27/85,RAWS,6.9,12.9,-0.1,,,
05/28/85,RAWS,10.4,14.7,7.4,,,
05/29/85,RAWS,10.2,13.6,5.7,,,
05/30/85,RAWS,6.4,11.0,0.9,,,
05/31/85,RAWS,5.3,12.2,1.3,,,
06/01/85,RAWS,4.8,11.0,2.2,,,
06/02/85,RAWS,7.0,11.5,4.1,,,
06/03/85,RAWS,6.7,15.6,0.3,,,
06/04/85,RAWS,5.1,10.7,0.5,,,
06/05/85,RAWS,6.8,14.6,0.9,,,
06/06/85,RAWS,11.1,16.1,8.0,,,
06/07/85,RAWS,14.7,22.2,11.1,,,
06/08/85,RAWS,16.9,21.8,13.6,,,
06/09/85,RAWS,10.7,16.7,5.1,,,
06/10/85,RAWS,7.9,12.5,4.2,,,
06/11/85,RAWS,6.6,12.9,1.4,,,
06/12/85,RAWS,7.2,16.6,-0.5,,,
06/13/85,RAWS,12.0,17.5,7.6,,,
06/14/85,RAWS,13.2,17.9,9.1,,,
06/15/85,RAWS,12.0,19.4,3.7,,,
06/16/85,RAWS,14.9,20.8,11.4,,,
06/17/85,RAWS,9.0,12.8,3.9,,,
06/18/85,RAWS,8.3,14.3,2.3,,,
06/19/85,RAWS,10.0,18.7,0.9,,,
06/20/85,RAWS,14.5,19.0,11.5,,,
06/21/85,RAWS,12.1,16.8,7.0,,,
06/22/85,RAWS,13.3,19.9,5.8,,,
06/23/85,RAWS,15.3,21.1,10.1,,,
06/24/85,RAWS,14.2,20.4,8.8,,,
06/25/85,RAWS,9.6,14.4,4.8,,,
06/26/85,RAWS,1.4,5.8,-0.8,,,
06/27/85,RAWS,4.4,14.6,-0.2,,,
06/28/85,RAWS,10.3,17.5,4.3,,,
06/29/85,RAWS,11.4,16.1,6.1,,,
06/30/85,RAWS,13.3,18.9,9.2,,,
07/01/85,RAWS,12.4,17.2,6.8,,,
07/02/85,RAWS,9.5,17.6,3.3,,,
07/03/85,RAWS,13.0,20.6,5.5,,,
07/04/85,RAWS,15.1,21.0,6.9,,,
07/05/85,RAWS,15.2,22.8,9.1,,,
07/06/85,RAWS,16.3,23.3,10.2,,,
07/07/85,RAWS,16.6,22.5,11.8,,,
07/08/85,RAWS,16.7,22.4,12.2,,,
07/09/85,RAWS,13.7,20.4,9.3,,,
07/10/85,RAWS,13.3,20.8,7.8,,,
07/11/85,RAWS,14.5,22.5,8.8,,,
07/12/85,RAWS,14.4,22.7,9.6,,,
07/13/85,RAWS,12.9,18.6,8.5,,,
07/14/85,RAWS,12.9,20.1,6.8,,,
07/15/85,RAWS,12.0,19.3,5.5,,,
07/16/85,RAWS,14.4,22.1,7.4,,,
07/17/85,RAWS,14.2,19.0,11.0,,,
07/18/85,RAWS,12.3,17.9,8.1,,,
07/19/85,RAWS,9.7,15.0,7.6,,,
07/20/85,RAWS,9.2,11.6,7.8,,,
07/21/85,RAWS,9.1,14.7,6.1,,,
07/22/85,RAWS,9.2,14.5,4.8,,,
07/23/85,RAWS,10.2,15.0,8.5,,,
07/24/85,RAWS,9.1,14.8,6.6,,,
07/25/85,RAWS,11.1,17.6,5.4,,,
07/26/85,RAWS,10.1,17.6,5.6,,,
07/27/85,RAWS,12.2,19.1,7.3,,,
